id,type,source,target
288004,/,20377,43214
288005,/,20377,20382
288006,\,50344,20381
288007,\,38955,20381
288008,/,20381,102682
288009,\,103561,20384
288010,/,20386,53889
288011,/,20386,39743
288012,/,20386,45754
288013,/,20386,20385
288014,/,20386,34538
288015,/,20386,37209
288016,/,20386,41561
288017,/,20386,20387
288018,/,20386,20419
288019,\,103572,20387
288020,\,37209,20387
288021,\,41561,20387
300662,\,48835,132350
288023,/,20391,103579
288024,/,20391,20394
288025,/,20391,58322
288026,/,20391,20395
288027,/,20391,20396
288028,/,20391,34387
288029,/,20391,97752
288030,/,20391,50969
288031,/,20391,20397
288032,/,20391,20398
288033,/,20391,20400
288034,\,20396,20400
288035,\,103582,20400
288036,/,20400,34387
288037,/,20400,20397
288038,/,20417,20418
288039,/,20417,28929
288040,/,20427,55913
288041,\,20429,20428
288042,\,45924,20428
288043,\,30413,20430
288044,\,29880,20430
288045,\,43878,20430
288046,\,34019,20430
288047,/,20437,55395
288048,/,20437,30366
288049,/,20437,39500
288050,/,20442,20445
288051,/,20442,103723
288052,\,20440,20445
288053,\,103723,20445
288054,\,20443,20445
288055,/,20447,20448
288056,\,30416,20451
288057,\,37311,20451
288058,/,57744,28323
288059,/,57744,103767
288060,/,20458,35357
288061,/,20458,103785
288062,/,20458,20460
288063,/,20458,103787
288064,\,20452,20462
288065,\,103747,20467
288066,\,103812,20467
288067,\,49392,20467
288068,\,30069,20467
288069,\,59172,20467
288070,\,43285,20467
288071,\,58092,20467
288072,/,20467,103813
288073,/,20467,103885
288074,/,20467,51232
288075,/,20467,35341
288076,/,20467,52785
288077,\,47473,20468
288078,/,20472,97792
288079,/,20472,103818
288080,/,20472,30476
288081,/,20479,103856
288082,\,39223,20480
288083,\,20476,20480
288084,\,32485,20481
288085,\,20486,20481
288086,\,130503,20481
288087,/,20482,51970
288088,/,20482,41131
288089,/,20482,39223
288090,/,20482,20476
288091,/,20482,20477
288092,/,20482,103856
288093,/,20482,20479
288094,/,20482,32485
288095,/,20482,46255
288096,/,20482,20480
288097,/,20482,20481
288098,/,20482,20483
288099,\,46820,20486
288100,\,28524,20488
288101,\,20488,20488
288102,\,20488,20489
288103,\,51232,20492
288104,\,52785,20492
288105,\,53693,20493
288106,\,54915,20493
288107,/,20498,103908
288108,/,20498,103909
288109,/,20498,20499
288110,/,103909,20498
288111,\,103923,20507
288112,\,20508,20507
288113,\,57657,20507
288114,\,103960,20512
288115,\,49500,20512
288116,\,37295,20514
288117,\,20730,20520
288118,\,20518,20520
288119,\,112615,20526
288120,/,20526,32342
288121,/,20526,51372
288122,/,20526,20528
288123,/,20526,57650
288124,/,20526,20535
288125,/,20526,20536
288126,/,20526,104036
288127,/,20526,43943
288128,/,20526,44073
288129,/,20526,50682
288130,/,20526,28725
288131,/,20526,20543
288132,/,20526,20544
288133,/,20526,104045
288134,/,20526,104046
288135,/,20526,44096
288136,\,20536,20527
288137,\,32206,20527
288138,\,44073,20527
288139,\,50682,20527
288140,\,28725,20527
288141,\,20543,20527
288142,\,20544,20527
288143,\,104046,20527
288144,\,44096,20527
288145,\,97801,97803
288146,/,20533,20530
288147,/,20533,104012
288149,/,20533,97802
288150,/,20533,20534
288151,/,20533,37666
288152,/,20533,40464
288153,/,20533,52103
288154,/,20533,48687
288155,/,20533,104018
288156,/,20533,48504
288157,/,20533,29196
288158,/,20533,20536
288159,\,97802,20536
288160,\,48504,20536
288161,/,20540,104029
288162,/,20540,104031
288163,\,30017,20541
288164,/,20544,20526
288165,/,20544,32342
288166,/,20544,51372
288167,/,20544,20528
288168,/,20544,57650
288169,/,20544,20535
288170,/,20544,20536
288171,/,20544,104036
288172,/,20544,43943
288173,/,20544,44073
288174,/,20544,28725
288175,/,20544,104045
288176,/,20544,104046
288177,/,20544,44096
288178,\,54933,20548
288179,/,20549,20557
288180,/,20549,20586
288181,/,20555,104074
288182,\,32667,20556
288183,\,104074,20556
288184,\,104068,20557
288185,\,104069,20557
288186,\,20558,20559
288187,\,28989,20559
288188,\,104081,20560
288189,/,20560,20586
288190,/,20561,52842
288191,\,104082,20564
288192,\,104083,20564
288193,\,41332,20564
288194,\,31215,20564
288195,\,20561,20564
288196,\,43248,20567
288197,/,20572,20571
288198,/,20574,104082
288199,/,20574,104083
288200,/,20574,31215
288201,/,20574,41332
288202,/,20574,20561
288203,/,20574,20562
288204,/,20574,104087
288205,/,20574,45078
288206,/,20574,20563
288207,/,20574,40509
288208,/,20574,33490
288209,/,20574,29987
288210,/,20574,97809
288211,/,20574,40015
288212,/,20574,50645
288213,/,20574,32331
288214,/,20574,20564
288215,/,20577,20578
288216,/,20577,31717
288217,/,20577,35083
288218,/,20584,20580
288219,/,20584,20581
288220,/,20584,104121
288221,/,20584,40029
288222,/,20584,104122
288223,/,20584,20583
288224,/,20584,30570
288225,/,20584,40642
288226,\,20577,132286
288227,\,31424,20586
288228,/,20586,20558
288229,/,20586,28989
288230,\,20587,20588
288231,\,42690,20591
288232,/,20591,32306
288233,/,20591,32477
288234,/,20591,41240
288235,/,20591,104139
288236,/,20591,104140
288237,/,20591,112412
288238,/,20593,20592
288239,/,20593,47386
288240,/,20593,49627
288241,\,104152,20596
288242,\,59275,20598
288243,\,104161,20598
288244,\,51649,20598
288245,/,20600,32928
288246,/,20600,48668
288247,/,20600,29294
288248,/,20600,104171
288249,/,20600,20601
288250,/,20600,20614
288251,/,20600,52904
288252,/,20600,52230
288253,/,20600,20616
288254,\,48668,20601
288255,/,20601,45433
288256,/,20601,52904
288257,/,20601,52230
288258,/,20601,20616
288259,\,28650,20603
288260,\,36968,20604
288261,\,54875,20606
288262,/,20606,31765
288263,/,20606,46396
288264,/,20606,97819
288265,/,20606,50887
288266,/,20606,28742
288267,/,20606,55856
288268,/,20606,38233
288269,/,20606,20609
288270,/,20606,39491
288271,/,20606,35735
288272,/,20611,56752
288273,/,20611,31878
300663,/,55386,130905
288275,/,20611,56510
288276,/,20611,41544
288277,\,52904,20614
288278,\,20616,20614
288279,/,20614,48668
288280,/,20614,45433
288281,/,20614,20600
288282,/,20614,29294
288283,/,20616,32928
288284,/,20616,45433
288285,/,20616,20600
288286,/,20616,29294
288287,/,20616,104171
288288,/,20616,20601
288289,/,20616,52904
288290,/,20616,52230
288291,\,58092,20617
288292,\,20619,20617
288293,\,53239,20617
288294,\,24807,20617
288295,\,127299,20617
288296,\,130532,20617
288297,\,54038,20621
288298,/,20623,20617
288299,/,20623,20619
288300,/,20623,20621
288301,/,20623,20629
288302,/,20623,20632
288303,/,20623,20633
288304,/,20623,57296
288305,/,20623,104224
288306,/,20623,20634
288307,\,20628,20629
288308,\,57296,20633
288309,/,20633,20617
288310,/,20633,20619
288311,/,20633,20621
288312,/,20633,20623
288313,/,20633,20629
288314,/,20633,20631
288315,/,20633,20632
288316,/,20633,104224
288317,/,20633,20634
288318,\,20629,20634
288319,\,33180,20638
288320,/,20638,34091
288321,\,35224,20642
288322,\,97713,20643
288323,\,20645,20643
288324,\,52500,20643
288325,\,99820,20643
288326,\,100159,20643
288327,\,31392,20643
288328,\,50458,20648
288329,/,20652,34091
288330,/,20652,43459
288331,\,44055,20655
288332,\,34909,20655
288333,\,48080,20655
288334,\,20656,20655
288335,\,35158,20655
288336,/,20655,104240
288337,/,20655,20643
288338,/,20655,104272
288339,/,20655,55299
288340,/,20655,29939
288341,/,20655,37555
288342,/,20655,104274
288343,/,20655,29804
288344,/,20655,20657
288345,/,20655,29268
288346,/,20655,20658
288347,/,20655,40444
288348,/,20655,47630
288349,/,20655,36204
288350,/,20655,31353
288351,/,20655,20659
288352,/,20655,48841
288353,/,20655,30240
288354,/,20655,36215
288355,/,20655,45610
288356,/,20655,49111
288357,/,20655,20660
288358,/,20655,104282
288359,/,20655,104283
288360,/,20655,20661
288361,/,20661,50660
288362,/,20661,30240
288363,/,20661,36215
288364,/,20661,45610
288365,/,20661,44658
288366,/,20661,20660
288367,\,50458,20664
288368,\,40039,20664
288369,\,33807,20664
288370,\,20648,20664
288371,\,39652,20664
288372,/,20665,33804
288373,\,51374,97833
288374,/,97833,35523
288375,/,97833,56137
288376,\,20675,20676
288377,\,57239,20676
288378,/,20680,21801
288379,/,20693,104324
288380,/,20693,104325
288381,/,20693,31018
288382,/,20693,20685
288383,/,20693,20686
288384,/,20693,52998
288385,/,20693,39778
288386,/,20693,20688
288387,/,20693,20689
288388,/,20693,20690
288389,/,20693,20691
288390,/,20693,28260
288391,/,20693,43355
288392,/,20693,20692
288393,/,20693,104338
288394,\,33419,20695
288395,\,20682,20703
288396,\,29494,97841
288397,\,55443,97841
288398,\,32449,20717
288399,/,20723,20724
288401,/,20723,57859
288402,/,97846,49739
288403,\,39873,20728
288404,\,20727,20728
288405,/,20736,33927
288406,/,20740,20739
288407,/,20741,20739
288408,\,52250,20747
288409,\,104445,20750
288410,\,45220,20754
288411,\,36357,20754
288412,\,32741,20754
288413,\,59358,20755
288414,\,20751,20755
288415,\,20763,20760
288416,\,56042,20760
288417,\,20774,132292
288418,\,20775,132292
288419,\,32008,132292
288420,\,20770,20777
288421,/,20778,46262
288422,/,20778,49176
288423,/,20778,47560
288424,/,20778,39124
288425,/,20778,30875
288426,/,20778,30752
288427,/,20778,20777
288428,/,20778,20780
288429,/,20778,20779
288430,\,20773,20779
288431,\,49176,20779
288432,\,48858,20779
288433,\,58017,20779
288434,/,20779,38444
288435,/,20779,46262
288436,/,20779,47560
288437,/,20779,39124
288438,/,20779,30752
288439,\,20773,20780
288440,\,49176,20780
288441,\,48858,20780
288442,\,58017,20780
288443,/,20782,104513
288444,/,20782,104514
288445,/,20782,50071
288446,/,20782,104515
288447,/,20782,48348
288448,/,20784,20783
288449,/,20784,20787
288450,/,20784,43979
288451,/,20784,20785
288452,/,20784,44458
288453,/,20784,50206
288454,/,20784,20786
288455,/,20784,31070
288456,\,20791,20788
288457,/,20791,20792
288458,/,20791,20793
288459,\,33027,20795
288460,\,46103,20795
288461,\,58276,20795
288462,\,42430,20800
288463,\,20801,20800
288464,\,38907,20800
288465,\,20802,20800
288466,\,104557,20800
288467,\,20805,20800
288468,/,20802,38907
288469,/,20802,20803
288470,/,20802,20804
288471,\,44190,20810
288472,\,57874,20810
288473,/,20810,40137
288474,/,20810,104579
288475,\,48097,20812
288476,\,56344,20812
288477,\,49743,20812
288478,\,42365,20812
288479,\,20818,20819
288480,\,21891,20822
288481,\,21895,20822
288482,\,21896,20822
288483,/,20826,39361
288484,/,20826,31586
288485,/,20826,49416
288486,/,20826,20827
288487,/,20826,104635
288488,/,20826,20828
288489,/,20826,20832
288490,\,31586,20832
288491,\,20827,20832
288492,\,20828,20832
288493,\,20826,20833
288494,\,31586,20833
288495,\,20827,20833
288496,\,20828,20833
288497,\,20837,20841
288498,\,20840,20841
288499,\,20836,20842
288500,\,44463,20842
288501,\,55496,20842
288502,\,50448,20842
288503,/,20849,39817
288504,/,20849,59418
288505,\,28271,20855
288506,/,20863,104759
288507,/,20863,35097
288508,/,20863,20864
288509,/,20864,20863
288510,/,20864,104759
288511,/,20864,35097
288512,/,20865,39332
288513,/,20867,45040
288514,/,20867,20869
288515,/,20887,30317
288516,/,20888,31765
288517,/,20888,46396
288518,/,20888,54875
288519,/,20888,97819
288520,/,20888,28742
288521,/,20888,55856
288522,/,20888,38233
288523,/,20888,20609
288524,/,20888,39491
288525,/,20888,35735
300664,\,125527,55401
288527,/,20894,36323
288528,\,36323,20895
288529,\,20894,20895
288530,\,44295,20896
288531,/,20896,38359
288532,/,20896,35874
288533,/,20896,36323
288534,/,20896,104874
288535,/,20896,20894
288536,/,20896,38017
288537,/,20896,20895
288538,/,20898,31379
288539,/,20898,33273
288540,/,20898,34076
288541,/,20898,104877
288542,/,20898,52463
288543,/,20898,50754
288544,/,20898,40001
288545,/,20898,42856
288546,/,20898,30986
288547,/,20898,31678
288548,/,20898,40426
288549,\,42858,20907
288550,/,20908,20899
288551,/,20908,20903
288552,/,20908,20907
288553,/,20908,20909
288554,\,20916,20913
288555,\,51054,20913
288556,\,20921,20920
288557,\,41596,20920
288558,\,20922,20920
288559,\,20923,20920
288560,\,20925,20926
288561,\,20932,20926
288562,\,39573,20926
288563,\,32055,20930
288564,/,20943,20941
288565,\,20945,20944
288566,\,20960,20959
288567,\,105033,20959
288568,\,51668,20963
288569,\,39964,20963
288570,\,105069,20975
288571,\,52977,20975
288572,\,20976,20975
288573,\,52509,20975
288574,/,20976,20974
288575,/,20976,97891
288576,/,20976,52977
288577,/,20976,43724
288578,\,20978,20980
288579,\,20981,20980
288580,\,40949,20980
288581,/,20981,20978
288582,/,20981,20979
288583,/,20981,40549
288584,\,20988,20992
288585,\,21000,20997
288586,\,39905,20997
288587,\,105093,20998
288588,\,59491,20998
288589,/,20999,20997
288590,/,20999,97901
288591,/,20999,97902
288592,/,20999,21007
288593,/,21000,21001
288594,/,21000,21002
288595,/,21001,20997
288596,/,21001,51292
288597,/,21001,38317
288598,/,21001,29437
288599,/,21001,20999
288600,/,21001,21000
288601,/,21001,39905
288602,/,21003,37364
288603,/,21003,49777
288604,\,21005,21004
288605,/,21005,45667
288606,/,21005,97902
288607,/,21005,50176
288608,/,21005,31489
288609,/,21005,97970
288610,\,31422,21007
288611,\,21006,21007
288612,/,21013,21014
288613,/,21014,21013
288614,\,97904,97903
288615,\,21018,97903
288616,/,21019,105118
288617,\,36469,21021
288618,/,21021,35533
288619,/,21021,105121
288620,\,35809,21022
288621,\,56854,21022
288622,\,55799,21024
288623,\,21044,21043
288624,\,21045,21043
288625,\,21045,21044
288626,\,40066,21048
288627,/,21048,57865
288628,/,21048,31177
288629,/,21048,97914
288630,/,21048,105243
288631,/,21048,45166
288632,/,21048,37289
288633,/,21048,21049
288634,/,21048,41386
288635,/,21048,39679
288636,/,21048,52687
288637,/,21048,38966
288638,/,21048,106338
288639,/,21048,21778
288640,/,21048,106340
288641,/,21048,106341
288642,/,21048,21779
288643,/,21048,21780
288644,/,21048,35588
288645,/,21048,29299
288646,/,21048,21781
288647,/,21048,57640
288648,\,21051,21050
288649,\,44320,21052
288650,/,21052,105260
288651,\,31367,21053
288653,\,105270,21053
288654,\,57954,21058
288655,\,46939,21058
288656,\,33514,21063
288657,\,105295,21063
288658,\,21062,21063
288659,/,21068,19661
288660,/,21068,25348
288661,\,21065,21073
288662,\,48616,21074
288663,\,44797,21074
288664,\,105349,132308
288665,/,21088,50424
288666,/,21088,105351
288667,/,21092,21090
288668,/,21092,28454
288669,/,21092,56427
288670,/,21092,21091
288671,/,21092,42533
288672,/,21092,105355
288673,/,21092,29870
288674,/,21092,105356
288675,/,21092,97926
288676,/,21092,21094
288677,\,21096,21095
288678,/,21095,99241
288679,\,33768,21096
288680,\,21090,97929
288681,\,21091,97929
288682,\,105356,97929
288683,\,21094,97929
288684,\,21098,21106
288685,\,21110,132310
288686,\,44108,132310
288687,\,21111,132310
288688,\,21084,97930
288689,\,21129,97930
288690,\,21956,97930
288691,\,21958,97930
288692,\,21959,97930
288693,\,41667,97930
288694,/,21127,19667
288695,/,21127,97930
288696,/,21127,29280
288697,/,21127,37613
288698,/,21127,21128
288699,/,21127,37522
288700,/,21127,35575
288701,/,21127,21129
288702,/,21127,49628
288703,/,21127,21956
288704,/,21127,21957
288705,/,21127,21958
288706,/,21127,21960
288707,/,21127,21959
288708,\,37522,21128
288709,/,21128,19667
288710,/,21128,97930
288711,/,21128,21127
288712,/,21128,37613
288713,/,21128,35575
288714,/,21128,21129
288715,/,21128,49628
288716,/,21128,21956
288717,/,21128,21958
288718,/,21128,21960
288719,/,21128,21959
288720,\,37613,21129
288721,/,21129,19667
288722,/,21129,29280
288723,/,21129,47587
288724,/,21129,37522
288725,/,21129,49628
288726,/,21129,21956
288727,/,21129,21957
288728,/,21129,21958
288729,/,21129,21960
288730,/,21129,21959
288731,\,21134,21133
288732,/,21134,105412
288733,/,21134,42575
288734,/,21134,29753
288735,\,21139,21138
288736,\,105423,21138
288737,/,21138,32356
288738,\,41511,21141
288739,\,97962,21141
288740,\,105442,21143
288741,\,30087,21144
288742,\,21159,21149
288743,\,21156,97939
288744,/,21159,50262
288745,/,21159,97941
288746,/,21159,105464
288747,/,21159,105466
288748,/,21159,105465
288749,/,21159,30852
288750,/,21159,58013
288751,\,39354,21160
288752,\,58371,21179
288753,\,21167,21182
288754,/,21183,117434
288755,/,21183,25033
288756,\,21190,132324
288757,\,46163,132324
288758,\,39423,21209
288759,\,39423,21210
288760,\,21215,21214
288761,\,54756,21214
288762,/,21215,21213
288763,/,21215,54756
